year,State,PCE Category,PCE
2014,Illinois,      Health care,6233
2014,Indiana,      Clothing and footwear,911
2014,Indiana,      Gasoline and other energy goods,1521
2014,Indiana,    Household consumption expenditures (for services),20475
2014,Indiana,      Housing and utilities,5451
2014,Indiana,      Health care,6484
2014,Iowa,      Clothing and footwear,889
2014,Iowa,      Gasoline and other energy goods,1839
2014,Iowa,    Household consumption expenditures (for services),20521
2014,Iowa,      Housing and utilities,5417
2014,Iowa,      Health care,5801
2014,Kansas,      Clothing and footwear,912
2014,Kansas,      Gasoline and other energy goods,1333
2014,Kansas,    Household consumption expenditures (for services),20802
2014,Kansas,      Housing and utilities,5630
2014,Kansas,      Health care,5866
2014,Kentucky,      Clothing and footwear,815
2014,Kentucky,      Gasoline and other energy goods,1454
2014,Kentucky,    Household consumption expenditures (for services),18233
2014,Kentucky,      Housing and utilities,4913
2014,Kentucky,      Health care,5665
2014,Louisiana,      Clothing and footwear,1025
2014,Louisiana,      Gasoline and other energy goods,1465
2014,Louisiana,    Household consumption expenditures (for services),19307
2014,Louisiana,      Housing and utilities,5156
2014,Louisiana,      Health care,5739
2014,Maine,      Clothing and footwear,950
2014,Maine,      Gasoline and other energy goods,2218
2014,Maine,    Household consumption expenditures (for services),23372
2014,Maine,      Housing and utilities,6386
2014,Maine,      Health care,6854
2014,Maryland,      Clothing and footwear,1184
2014,Maryland,      Gasoline and other energy goods,1143
2014,Maryland,    Household consumption expenditures (for services),27324
2014,Maryland,      Housing and utilities,8983
2014,Maryland,      Health care,6599
2014,Massachusetts,      Clothing and footwear,1317
2014,Massachusetts,      Gasoline and other energy goods,1187
2014,Massachusetts,    Household consumption expenditures (for services),31761
2014,Massachusetts,      Housing and utilities,8814
2014,Massachusetts,      Health care,8183
2014,Michigan,      Clothing and footwear,942
2014,Michigan,      Gasoline and other energy goods,1283
2014,Michigan,    Household consumption expenditures (for services),22200
2014,Michigan,      Housing and utilities,6179
2014,Michigan,      Health care,6046
2014,Minnesota,      Clothing and footwear,1109
2014,Minnesota,      Gasoline and other energy goods,1482
2014,Minnesota,    Household consumption expenditures (for services),25996
2014,Minnesota,      Housing and utilities,7053
2014,Minnesota,      Health care,7088
2014,Mississippi,      Clothing and footwear,912
2014,Mississippi,      Gasoline and other energy goods,1477
2014,Mississippi,    Household consumption expenditures (for services),16564
2014,Mississippi,      Housing and utilities,4660
2014,Mississippi,      Health care,5512
2014,Missouri,      Clothing and footwear,926
2014,Missouri,      Gasoline and other energy goods,1731
2014,Missouri,    Household consumption expenditures (for services),22072
2014,Missouri,      Housing and utilities,5633
2014,Missouri,      Health care,6159
2014,Montana,      Clothing and footwear,894
2014,Montana,      Gasoline and other energy goods,1796
2014,Montana,    Household consumption expenditures (for services),21152
2014,Montana,      Housing and utilities,5712
2014,Montana,      Health care,6207
2014,Nebraska,      Clothing and footwear,946
2014,Nebraska,      Gasoline and other energy goods,1924
2014,Nebraska,    Household consumption expenditures (for services),22342
2014,Nebraska,      Housing and utilities,5609
2014,Nebraska,      Health care,6205
2014,Nevada,      Clothing and footwear,1174
2014,Nevada,      Gasoline and other energy goods,1172
2014,Nevada,    Household consumption expenditures (for services),24202
2014,Nevada,      Housing and utilities,6961
2014,Nevada,      Health care,4876
2014,New Hampshire,      Clothing and footwear,1357
2014,New Hampshire,      Gasoline and other energy goods,1937
2014,New Hampshire,    Household consumption expenditures (for services),29367
2014,New Hampshire,      Housing and utilities,8701
2014,New Hampshire,      Health care,7563
2014,New Jersey,      Clothing and footwear,1497
2014,New Jersey,      Gasoline and other energy goods,1166
2014,New Jersey,    Household consumption expenditures (for services),29715
2014,New Jersey,      Housing and utilities,9371
2014,New Jersey,      Health care,6530
2014,New Mexico,      Clothing and footwear,808
2014,New Mexico,      Gasoline and other energy goods,1587
2014,New Mexico,    Household consumption expenditures (for services),20044
2014,New Mexico,      Housing and utilities,5494
2014,New Mexico,      Health care,5532
2014,New York,      Clothing and footwear,1735
2014,New York,      Gasoline and other energy goods,856
2014,New York,    Household consumption expenditures (for services),29917
2014,New York,      Housing and utilities,7937
2014,New York,      Health care,6968
2014,North Carolina,      Clothing and footwear,987
2014,North Carolina,      Gasoline and other energy goods,1284
2014,North Carolina,    Household consumption expenditures (for services),19090
2014,North Carolina,      Housing and utilities,5312
2014,North Carolina,      Health care,5374
2014,North Dakota,      Clothing and footwear,1387
2014,North Dakota,      Gasoline and other energy goods,3734
2014,North Dakota,    Household consumption expenditures (for services),25966
2014,North Dakota,      Housing and utilities,5257
2014,North Dakota,      Health care,7442
2014,Ohio,      Clothing and footwear,945
2014,Ohio,      Gasoline and other energy goods,1331
2014,Ohio,    Household consumption expenditures (for services),22863
2014,Ohio,      Housing and utilities,5673
2014,Ohio,      Health care,6684
2014,Oklahoma,      Clothing and footwear,987
2014,Oklahoma,      Gasoline and other energy goods,1721
2014,Oklahoma,    Household consumption expenditures (for services),19039
2014,Oklahoma,      Housing and utilities,4916
2014,Oklahoma,      Health care,5527
2014,Oregon,      Clothing and footwear,1065
2014,Oregon,      Gasoline and other energy goods,1122
2014,Oregon,    Household consumption expenditures (for services),23121
2014,Oregon,      Housing and utilities,7309
2014,Oregon,      Health care,6080
2014,Pennsylvania,      Clothing and footwear,1073
2014,Pennsylvania,      Gasoline and other energy goods,1324
2014,Pennsylvania,    Household consumption expenditures (for services),25308
2014,Pennsylvania,      Housing and utilities,6266
2014,Pennsylvania,      Health care,6920
2014,Rhode Island,      Clothing and footwear,929
2014,Rhode Island,      Gasoline and other energy goods,1088
2014,Rhode Island,    Household consumption expenditures (for services),26483
2014,Rhode Island,      Housing and utilities,7968
2014,Rhode Island,      Health care,6923
2014,South Carolina,      Clothing and footwear,1056
2014,South Carolina,      Gasoline and other energy goods,1615
2014,South Carolina,    Household consumption expenditures (for services),18816
2014,South Carolina,      Housing and utilities,5189
2014,South Carolina,      Health care,5303
2014,South Dakota,      Clothing and footwear,946
2014,South Dakota,      Gasoline and other energy goods,2183
2014,South Dakota,    Household consumption expenditures (for services),23538
2014,South Dakota,      Housing and utilities,5170
2014,South Dakota,      Health care,7721
2014,Tennessee,      Clothing and footwear,980
2014,Tennessee,      Gasoline and other energy goods,1248
2014,Tennessee,    Household consumption expenditures (for services),19375
2014,Tennessee,      Housing and utilities,5454
2014,Tennessee,      Health care,5659
2014,Texas,      Clothing and footwear,1194
2014,Texas,      Gasoline and other energy goods,1441
2014,Texas,    Household consumption expenditures (for services),21422
2014,Texas,      Housing and utilities,5520
2014,Texas,      Health care,5288
2014,Utah,      Clothing and footwear,963
2014,Utah,      Gasoline and other energy goods,1266
2014,Utah,    Household consumption expenditures (for services),19855
2014,Utah,      Housing and utilities,5907
2014,Utah,      Health care,4547
2014,Vermont,      Clothing and footwear,827
2014,Vermont,      Gasoline and other energy goods,2134
2014,Vermont,    Household consumption expenditures (for services),26600
2014,Vermont,      Housing and utilities,7673
2014,Vermont,      Health care,7741
2014,Virginia,      Clothing and footwear,1151
2014,Virginia,      Gasoline and other energy goods,1353
2014,Virginia,    Household consumption expenditures (for services),26579
2014,Virginia,      Housing and utilities,7779
2014,Virginia,      Health care,5698
2014,Washington,      Clothing and footwear,1046
2014,Washington,      Gasoline and other energy goods,1029
2014,Washington,    Household consumption expenditures (for services),25986
2014,Washington,      Housing and utilities,7801
2014,Washington,      Health care,6532
2014,West Virginia,      Clothing and footwear,796
2014,West Virginia,      Gasoline and other energy goods,1459
2014,West Virginia,    Household consumption expenditures (for services),18516
2014,West Virginia,      Housing and utilities,4508
2014,West Virginia,      Health care,6803
2014,Wisconsin,      Clothing and footwear,925
2014,Wisconsin,      Gasoline and other energy goods,1470
2014,Wisconsin,    Household consumption expenditures (for services),23165
2014,Wisconsin,      Housing and utilities,6243
2014,Wisconsin,      Health care,6902
2014,Wyoming,      Clothing and footwear,805
2014,Wyoming,      Gasoline and other energy goods,2988
2014,Wyoming,    Household consumption expenditures (for services),24605
2014,Wyoming,      Housing and utilities,6200
2014,Wyoming,      Health care,6159
2015,United States,      Clothing and footwear,1150
2015,United States,      Gasoline and other energy goods,965
2015,United States,    Household consumption expenditures (for services),24960
2015,United States,      Housing and utilities,7042
2015,United States,      Health care,6416
2015,Alabama,      Clothing and footwear,967
2015,Alabama,      Gasoline and other energy goods,1020
2015,Alabama,    Household consumption expenditures (for services),18944
2015,Alabama,      Housing and utilities,5055
2015,Alabama,      Health care,5455
2015,Alaska,      Clothing and footwear,939
2015,Alaska,      Gasoline and other energy goods,973
2015,Alaska,    Household consumption expenditures (for services),29574
2015,Alaska,      Housing and utilities,7876
2015,Alaska,      Health care,9244
2015,Arizona,      Clothing and footwear,1061
2015,Arizona,      Gasoline and other energy goods,908
2015,Arizona,    Household consumption expenditures (for services),21131
2015,Arizona,      Housing and utilities,6476
2015,Arizona,      Health care,5245
2015,Arkansas,      Clothing and footwear,978
2015,Arkansas,      Gasoline and other energy goods,1189
2015,Arkansas,    Household consumption expenditures (for services),18518
2015,Arkansas,      Housing and utilities,4890
2015,Arkansas,      Health care,5393
2015,California,      Clothing and footwear,1310
2015,California,      Gasoline and other energy goods,767
2015,California,    Household consumption expenditures (for services),27718
2015,California,      Housing and utilities,9043
2015,California,      Health care,6519
2015,Colorado,      Clothing and footwear,1130
2015,Colorado,      Gasoline and other energy goods,877
2015,Colorado,    Household consumption expenditures (for services),26513
2015,Colorado,      Housing and utilities,7757
2015,Colorado,      Health care,5994
2015,Connecticut,      Clothing and footwear,1250
2015,Connecticut,      Gasoline and other energy goods,1054
2015,Connecticut,    Household consumption expenditures (for services),32098
2015,Connecticut,      Housing and utilities,9615
2015,Connecticut,      Health care,7291
2015,Delaware,      Clothing and footwear,1152
2015,Delaware,      Gasoline and other energy goods,1024
2015,Delaware,    Household consumption expenditures (for services),26515
2015,Delaware,      Housing and utilities,7397
2015,Delaware,      Health care,7956
2015,District of Columbia,      Clothing and footwear,1605
2015,District of Columbia,      Gasoline and other energy goods,646
2015,District of Columbia,    Household consumption expenditures (for services),43548
2015,District of Columbia,      Housing and utilities,10189
2015,District of Columbia,      Health care,9712
2015,Florida,      Clothing and footwear,1068
2015,Florida,      Gasoline and other energy goods,773
2015,Florida,    Household consumption expenditures (for services),25024
2015,Florida,      Housing and utilities,7056
2015,Florida,      Health care,6290
2015,Georgia,      Clothing and footwear,1101
2015,Georgia,      Gasoline and other energy goods,1009
2015,Georgia,    Household consumption expenditures (for services),21272
2015,Georgia,      Housing and utilities,5810
2015,Georgia,      Health care,5317
2015,Hawaii,      Clothing and footwear,860
2015,Hawaii,      Gasoline and other energy goods,546
2015,Hawaii,    Household consumption expenditures (for services),27312
2015,Hawaii,      Housing and utilities,9162
2015,Hawaii,      Health care,5982
2015,Idaho,      Clothing and footwear,816
2015,Idaho,      Gasoline and other energy goods,1206
2015,Idaho,    Household consumption expenditures (for services),20283
2015,Idaho,      Housing and utilities,6095
2015,Idaho,      Health care,5614
2015,Illinois,      Clothing and footwear,1238
2015,Illinois,      Gasoline and other energy goods,797
2015,Illinois,    Household consumption expenditures (for services),26320
2015,Illinois,      Housing and utilities,7081
2015,Illinois,      Health care,6498
2015,Indiana,      Clothing and footwear,928
2015,Indiana,      Gasoline and other energy goods,1157
2015,Indiana,    Household consumption expenditures (for services),21189
2015,Indiana,      Housing and utilities,5594
2015,Indiana,      Health care,6732
2015,Iowa,      Clothing and footwear,897
2015,Iowa,      Gasoline and other energy goods,1446
2015,Iowa,    Household consumption expenditures (for services),21355
2015,Iowa,      Housing and utilities,5600
2015,Iowa,      Health care,6036
2015,Kansas,      Clothing and footwear,928
2015,Kansas,      Gasoline and other energy goods,1034
2015,Kansas,    Household consumption expenditures (for services),21730
2015,Kansas,      Housing and utilities,5844
2015,Kansas,      Health care,6161
2015,Kentucky,      Clothing and footwear,836
2015,Kentucky,      Gasoline and other energy goods,1100
2015,Kentucky,    Household consumption expenditures (for services),19105
2015,Kentucky,      Housing and utilities,5076
2015,Kentucky,      Health care,6045
2015,Louisiana,      Clothing and footwear,1040
2015,Louisiana,      Gasoline and other energy goods,1096
2015,Louisiana,    Household consumption expenditures (for services),20182
2015,Louisiana,      Housing and utilities,5412
2015,Louisiana,      Health care,6006
2015,Maine,      Clothing and footwear,955
2015,Maine,      Gasoline and other energy goods,1719
2015,Maine,    Household consumption expenditures (for services),24603
2015,Maine,      Housing and utilities,6744
2015,Maine,      Health care,7301
2015,Maryland,      Clothing and footwear,1197
2015,Maryland,      Gasoline and other energy goods,875
2015,Maryland,    Household consumption expenditures (for services),28494
2015,Maryland,      Housing and utilities,9456
2015,Maryland,      Health care,6919
2015,Massachusetts,      Clothing and footwear,1339
2015,Massachusetts,      Gasoline and other energy goods,905
2015,Massachusetts,    Household consumption expenditures (for services),33288
2015,Massachusetts,      Housing and utilities,9248
2015,Massachusetts,      Health care,8530
2015,Michigan,      Clothing and footwear,953
2015,Michigan,      Gasoline and other energy goods,986
2015,Michigan,    Household consumption expenditures (for services),23133
2015,Michigan,      Housing and utilities,6290
2015,Michigan,      Health care,6412
2015,Minnesota,      Clothing and footwear,1123
2015,Minnesota,      Gasoline and other energy goods,1121
2015,Minnesota,    Household consumption expenditures (for services),26963
2015,Minnesota,      Housing and utilities,7252
2015,Minnesota,      Health care,7386
2015,Mississippi,      Clothing and footwear,926
2015,Mississippi,      Gasoline and other energy goods,1115
2015,Mississippi,    Household consumption expenditures (for services),17258
2015,Mississippi,      Housing and utilities,4838
2015,Mississippi,      Health care,5714
2015,Missouri,      Clothing and footwear,939
2015,Missouri,      Gasoline and other energy goods,1323
2015,Missouri,    Household consumption expenditures (for services),23056
2015,Missouri,      Housing and utilities,5870
2015,Missouri,      Health care,6502
2015,Montana,      Clothing and footwear,907
2015,Montana,      Gasoline and other energy goods,1339
2015,Montana,    Household consumption expenditures (for services),22382
2015,Montana,      Housing and utilities,5996
2015,Montana,      Health care,6705
2015,Nebraska,      Clothing and footwear,959
2015,Nebraska,      Gasoline and other energy goods,1420
2015,Nebraska,    Household consumption expenditures (for services),23335
2015,Nebraska,      Housing and utilities,5822
2015,Nebraska,      Health care,6580
2015,Nevada,      Clothing and footwear,1177
2015,Nevada,      Gasoline and other energy goods,910
2015,Nevada,    Household consumption expenditures (for services),25032
2015,Nevada,      Housing and utilities,7207
2015,Nevada,      Health care,5067
2015,New Hampshire,      Clothing and footwear,1361
2015,New Hampshire,      Gasoline and other energy goods,1488
2015,New Hampshire,    Household consumption expenditures (for services),30856
2015,New Hampshire,      Housing and utilities,9090
2015,New Hampshire,      Health care,8027
2015,New Jersey,      Clothing and footwear,1523
2015,New Jersey,      Gasoline and other energy goods,902
2015,New Jersey,    Household consumption expenditures (for services),30931
2015,New Jersey,      Housing and utilities,9752
2015,New Jersey,      Health care,6921
2015,New Mexico,      Clothing and footwear,816
2015,New Mexico,      Gasoline and other energy goods,1299
2015,New Mexico,    Household consumption expenditures (for services),20934
2015,New Mexico,      Housing and utilities,5756
2015,New Mexico,      Health care,5826
2015,New York,      Clothing and footwear,1734
2015,New York,      Gasoline and other energy goods,660
2015,New York,    Household consumption expenditures (for services),31284
2015,New York,      Housing and utilities,8310
2015,New York,      Health care,7237
2015,North Carolina,      Clothing and footwear,1003
2015,North Carolina,      Gasoline and other energy goods,941
2015,North Carolina,    Household consumption expenditures (for services),20022
2015,North Carolina,      Housing and utilities,5557
2015,North Carolina,      Health care,5600
2015,North Dakota,      Clothing and footwear,1373
2015,North Dakota,      Gasoline and other energy goods,2601
2015,North Dakota,    Household consumption expenditures (for services),26458
2015,North Dakota,      Housing and utilities,5608
2015,North Dakota,      Health care,7811
2015,Ohio,      Clothing and footwear,957
2015,Ohio,      Gasoline and other energy goods,1037
2015,Ohio,    Household consumption expenditures (for services),23924
2015,Ohio,      Housing and utilities,5834
2015,Ohio,      Health care,7080
2015,Oklahoma,      Clothing and footwear,1005
2015,Oklahoma,      Gasoline and other energy goods,1313
2015,Oklahoma,    Household consumption expenditures (for services),19814
2015,Oklahoma,      Housing and utilities,5000
2015,Oklahoma,      Health care,5865
2015,Oregon,      Clothing and footwear,1082
2015,Oregon,      Gasoline and other energy goods,877
2015,Oregon,    Household consumption expenditures (for services),24202
2015,Oregon,      Housing and utilities,7623
2015,Oregon,      Health care,6422
2015,Pennsylvania,      Clothing and footwear,1086
2015,Pennsylvania,      Gasoline and other energy goods,1030
2015,Pennsylvania,    Household consumption expenditures (for services),26356
2015,Pennsylvania,      Housing and utilities,6566
2015,Pennsylvania,      Health care,7221
2015,Rhode Island,      Clothing and footwear,938
2015,Rhode Island,      Gasoline and other energy goods,861
2015,Rhode Island,    Household consumption expenditures (for services),27790
2015,Rhode Island,      Housing and utilities,8388
2015,Rhode Island,      Health care,7253
2015,South Carolina,      Clothing and footwear,1065
2015,South Carolina,      Gasoline and other energy goods,1204
2015,South Carolina,    Household consumption expenditures (for services),19571
2015,South Carolina,      Housing and utilities,5426
2015,South Carolina,      Health care,5410
2015,South Dakota,      Clothing and footwear,976
2015,South Dakota,      Gasoline and other energy goods,1680
2015,South Dakota,    Household consumption expenditures (for services),24965
2015,South Dakota,      Housing and utilities,5533
2015,South Dakota,      Health care,8192
2015,Tennessee,      Clothing and footwear,1008
2015,Tennessee,      Gasoline and other energy goods,939
2015,Tennessee,    Household consumption expenditures (for services),20377
2015,Tennessee,      Housing and utilities,5652
2015,Tennessee,      Health care,5965
2015,Texas,      Clothing and footwear,1206
2015,Texas,      Gasoline and other energy goods,1055
2015,Texas,    Household consumption expenditures (for services),22399
2015,Texas,      Housing and utilities,5783
2015,Texas,      Health care,5621
2015,Utah,      Clothing and footwear,981
2015,Utah,      Gasoline and other energy goods,975
2015,Utah,    Household consumption expenditures (for services),20917
2015,Utah,      Housing and utilities,6192
2015,Utah,      Health care,4660
2015,Vermont,      Clothing and footwear,838
2015,Vermont,      Gasoline and other energy goods,1588
2015,Vermont,    Household consumption expenditures (for services),27741
2015,Vermont,      Housing and utilities,7977
2015,Vermont,      Health care,8017
2015,Virginia,      Clothing and footwear,1155
2015,Virginia,      Gasoline and other energy goods,1012
2015,Virginia,    Household consumption expenditures (for services),27752
2015,Virginia,      Housing and utilities,8249
2015,Virginia,      Health care,5928
2015,Washington,      Clothing and footwear,1034
2015,Washington,      Gasoline and other energy goods,791
2015,Washington,    Household consumption expenditures (for services),27348
2015,Washington,      Housing and utilities,8187
2015,Washington,      Health care,6860
2015,West Virginia,      Clothing and footwear,802
2015,West Virginia,      Gasoline and other energy goods,1143
2015,West Virginia,    Household consumption expenditures (for services),19259
2015,West Virginia,      Housing and utilities,4712
2015,West Virginia,      Health care,7161
2015,Wisconsin,      Clothing and footwear,943
2015,Wisconsin,      Gasoline and other energy goods,1160
2015,Wisconsin,    Household consumption expenditures (for services),24181
2015,Wisconsin,      Housing and utilities,6410
2015,Wisconsin,      Health care,7296
2015,Wyoming,      Clothing and footwear,810
2015,Wyoming,      Gasoline and other energy goods,2252
2015,Wyoming,    Household consumption expenditures (for services),25451
2015,Wyoming,      Housing and utilities,6527
2015,Wyoming,      Health care,6411
2016,United States,      Clothing and footwear,1165
2016,United States,      Gasoline and other energy goods,852
2016,United States,    Household consumption expenditures (for services),25921
2016,United States,      Housing and utilities,7303
2016,United States,      Health care,6704
2016,Alabama,      Clothing and footwear,978
2016,Alabama,      Gasoline and other energy goods,895
2016,Alabama,    Household consumption expenditures (for services),19666
2016,Alabama,      Housing and utilities,5294
2016,Alabama,      Health care,5650
2016,Alaska,      Clothing and footwear,938
2016,Alaska,      Gasoline and other energy goods,802
2016,Alaska,    Household consumption expenditures (for services),30331
2016,Alaska,      Housing and utilities,8133
2016,Alaska,      Health care,9625
2016,Arizona,      Clothing and footwear,1066
2016,Arizona,      Gasoline and other energy goods,789
2016,Arizona,    Household consumption expenditures (for services),21873
2016,Arizona,      Housing and utilities,6688
2016,Arizona,      Health care,5490
2016,Arkansas,      Clothing and footwear,998
2016,Arkansas,      Gasoline and other energy goods,1064
2016,Arkansas,    Household consumption expenditures (for services),19291
2016,Arkansas,      Housing and utilities,4982
2016,Arkansas,      Health care,5739
2016,California,      Clothing and footwear,1338
2016,California,      Gasoline and other energy goods,710
2016,California,    Household consumption expenditures (for services),29112
2016,California,      Housing and utilities,9440
2016,California,      Health care,6860
2016,Colorado,      Clothing and footwear,1154
2016,Colorado,      Gasoline and other energy goods,790
2016,Colorado,    Household consumption expenditures (for services),27659
2016,Colorado,      Housing and utilities,8079
2016,Colorado,      Health care,6464
2016,Connecticut,      Clothing and footwear,1250
2016,Connecticut,      Gasoline and other energy goods,898
2016,Connecticut,    Household consumption expenditures (for services),33229
2016,Connecticut,      Housing and utilities,9990
2016,Connecticut,      Health care,7595
2016,Delaware,      Clothing and footwear,1144
2016,Delaware,      Gasoline and other energy goods,946
2016,Delaware,    Household consumption expenditures (for services),27267
2016,Delaware,      Housing and utilities,7618
2016,Delaware,      Health care,8200
2016,District of Columbia,      Clothing and footwear,1668
2016,District of Columbia,      Gasoline and other energy goods,575
2016,District of Columbia,    Household consumption expenditures (for services),44472
2016,District of Columbia,      Housing and utilities,10685
2016,District of Columbia,      Health care,9834
2016,Florida,      Clothing and footwear,1066
2016,Florida,      Gasoline and other energy goods,677
2016,Florida,    Household consumption expenditures (for services),25748
2016,Florida,      Housing and utilities,7292
2016,Florida,      Health care,6499
2016,Georgia,      Clothing and footwear,1109
2016,Georgia,      Gasoline and other energy goods,872
2016,Georgia,    Household consumption expenditures (for services),22287
2016,Georgia,      Housing and utilities,6094
2016,Georgia,      Health care,5649
2016,Hawaii,      Clothing and footwear,886
2016,Hawaii,      Gasoline and other energy goods,528
2016,Hawaii,    Household consumption expenditures (for services),28302
2016,Hawaii,      Housing and utilities,9534
2016,Hawaii,      Health care,6223
2016,Idaho,      Clothing and footwear,842
2016,Idaho,      Gasoline and other energy goods,1051
2016,Idaho,    Household consumption expenditures (for services),21178
2016,Idaho,      Housing and utilities,6206
2016,Idaho,      Health care,5958
2016,Illinois,      Clothing and footwear,1258
2016,Illinois,      Gasoline and other energy goods,709
2016,Illinois,    Household consumption expenditures (for services),27315
2016,Illinois,      Housing and utilities,7364
2016,Illinois,      Health care,6781
2016,Indiana,      Clothing and footwear,965
2016,Indiana,      Gasoline and other energy goods,1034
2016,Indiana,    Household consumption expenditures (for services),22001
2016,Indiana,      Housing and utilities,5713
2016,Indiana,      Health care,7118
2016,Iowa,      Clothing and footwear,909
2016,Iowa,      Gasoline and other energy goods,1277
2016,Iowa,    Household consumption expenditures (for services),22194
2016,Iowa,      Housing and utilities,5839
2016,Iowa,      Health care,6320
2016,Kansas,      Clothing and footwear,939
2016,Kansas,      Gasoline and other energy goods,910
2016,Kansas,    Household consumption expenditures (for services),22581
2016,Kansas,      Housing and utilities,6117
2016,Kansas,      Health care,6398
2016,Kentucky,      Clothing and footwear,867
2016,Kentucky,      Gasoline and other energy goods,971
2016,Kentucky,    Household consumption expenditures (for services),19993
2016,Kentucky,      Housing and utilities,5288
2016,Kentucky,      Health care,6439
2016,Louisiana,      Clothing and footwear,1048
2016,Louisiana,      Gasoline and other energy goods,982
2016,Louisiana,    Household consumption expenditures (for services),20841
2016,Louisiana,      Housing and utilities,5599
2016,Louisiana,      Health care,6285
2016,Maine,      Clothing and footwear,952
2016,Maine,      Gasoline and other energy goods,1471
2016,Maine,    Household consumption expenditures (for services),25567
2016,Maine,      Housing and utilities,6925
2016,Maine,      Health care,7589
2016,Maryland,      Clothing and footwear,1192
2016,Maryland,      Gasoline and other energy goods,777
2016,Maryland,    Household consumption expenditures (for services),29562
2016,Maryland,      Housing and utilities,9939
2016,Maryland,      Health care,7119
2016,Massachusetts,      Clothing and footwear,1352
2016,Massachusetts,      Gasoline and other energy goods,787
2016,Massachusetts,    Household consumption expenditures (for services),34347
2016,Massachusetts,      Housing and utilities,9499
2016,Massachusetts,      Health care,8802
2016,Michigan,      Clothing and footwear,966
2016,Michigan,      Gasoline and other energy goods,875
2016,Michigan,    Household consumption expenditures (for services),23922
2016,Michigan,      Housing and utilities,6472
2016,Michigan,      Health care,6688
2016,Minnesota,      Clothing and footwear,1137
2016,Minnesota,      Gasoline and other energy goods,987
2016,Minnesota,    Household consumption expenditures (for services),27963
2016,Minnesota,      Housing and utilities,7541
2016,Minnesota,      Health care,7731
2016,Mississippi,      Clothing and footwear,949
2016,Mississippi,      Gasoline and other energy goods,958
2016,Mississippi,    Household consumption expenditures (for services),17905
2016,Mississippi,      Housing and utilities,4998
2016,Mississippi,      Health care,5892
2016,Missouri,      Clothing and footwear,955
2016,Missouri,      Gasoline and other energy goods,1173
2016,Missouri,    Household consumption expenditures (for services),23853
2016,Missouri,      Housing and utilities,6054
2016,Missouri,      Health care,6810
2016,Montana,      Clothing and footwear,914
2016,Montana,      Gasoline and other energy goods,1129
2016,Montana,    Household consumption expenditures (for services),23153
2016,Montana,      Housing and utilities,6152
2016,Montana,      Health care,7032
2016,Nebraska,      Clothing and footwear,967
2016,Nebraska,      Gasoline and other energy goods,1285
2016,Nebraska,    Household consumption expenditures (for services),24304
2016,Nebraska,      Housing and utilities,6006
2016,Nebraska,      Health care,6938
2016,Nevada,      Clothing and footwear,1166
2016,Nevada,      Gasoline and other energy goods,814
2016,Nevada,    Household consumption expenditures (for services),25785
2016,Nevada,      Housing and utilities,7308
2016,Nevada,      Health care,5314
2016,New Hampshire,      Clothing and footwear,1369
2016,New Hampshire,      Gasoline and other energy goods,1242
2016,New Hampshire,    Household consumption expenditures (for services),32096
2016,New Hampshire,      Housing and utilities,9307
2016,New Hampshire,      Health care,8454
2016,New Jersey,      Clothing and footwear,1535
2016,New Jersey,      Gasoline and other energy goods,777
2016,New Jersey,    Household consumption expenditures (for services),31968
2016,New Jersey,      Housing and utilities,10101
2016,New Jersey,      Health care,7241
2016,New Mexico,      Clothing and footwear,833
2016,New Mexico,      Gasoline and other energy goods,1122
2016,New Mexico,    Household consumption expenditures (for services),21702
2016,New Mexico,      Housing and utilities,5936
2016,New Mexico,      Health care,6160
2016,New York,      Clothing and footwear,1754
2016,New York,      Gasoline and other energy goods,567
2016,New York,    Household consumption expenditures (for services),32708
2016,New York,      Housing and utilities,8591
2016,New York,      Health care,7671
2016,North Carolina,      Clothing and footwear,1028
2016,North Carolina,      Gasoline and other energy goods,837
2016,North Carolina,    Household consumption expenditures (for services),20912
2016,North Carolina,      Housing and utilities,5799
2016,North Carolina,      Health care,5871
2016,North Dakota,      Clothing and footwear,1340
2016,North Dakota,      Gasoline and other energy goods,1895
2016,North Dakota,    Household consumption expenditures (for services),26699
2016,North Dakota,      Housing and utilities,6092
2016,North Dakota,      Health care,8195
2016,Ohio,      Clothing and footwear,974
2016,Ohio,      Gasoline and other energy goods,901
2016,Ohio,    Household consumption expenditures (for services),24778
2016,Ohio,      Housing and utilities,5967
2016,Ohio,      Health care,7406
2016,Oklahoma,      Clothing and footwear,1030
2016,Oklahoma,      Gasoline and other energy goods,1163
2016,Oklahoma,    Household consumption expenditures (for services),20431
2016,Oklahoma,      Housing and utilities,5195
2016,Oklahoma,      Health care,6002
2016,Oregon,      Clothing and footwear,1081
2016,Oregon,      Gasoline and other energy goods,782
2016,Oregon,    Household consumption expenditures (for services),25105
2016,Oregon,      Housing and utilities,7834
2016,Oregon,      Health care,6739
2016,Pennsylvania,      Clothing and footwear,1108
2016,Pennsylvania,      Gasoline and other energy goods,931
2016,Pennsylvania,    Household consumption expenditures (for services),27156
2016,Pennsylvania,      Housing and utilities,6821
2016,Pennsylvania,      Health care,7455
2016,Rhode Island,      Clothing and footwear,946
2016,Rhode Island,      Gasoline and other energy goods,783
2016,Rhode Island,    Household consumption expenditures (for services),28571
2016,Rhode Island,      Housing and utilities,8565
2016,Rhode Island,      Health care,7364
2016,South Carolina,      Clothing and footwear,1088
